srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,,,Delay_Ratio,Old_Pending_Percentage,Pending_Case_Growth,Case_Disposal_Rate,Pending_to_Disposed_Ratio,Normalized_Case_Disposal_Rate,Normalized_Delay_Ratio,Normalized_Old_Pending_Percentage,Normalized_Pending_Case_Growth,Normalized_Pending_to_Disposed_Ratio,Court_Efficiency_Index_PCA_Absolute
Madhya Pradesh,Khandwa,Total,9693,7156,3867,952,55,0,0,21723,18031,727,2147,818,0,748,11225,9748,674,520,1088,2413,7014,,,0.322868717,0.046354263,0.976017308,0.02393666,41.69481766,0.034195228,0.22511138,0.070872396,0.976035131,0.000761382,0.520462205
Madhya Pradesh,Shahdol,Civil,3339,1696,660,596,100,11,2,6404,5177,421,0,806,91,797,1075,4426,40,10,1449,1626,2039,,,0.318345043,0.11069477,0.998282592,0.00156128,582.1818182,0.0022304,0.221957372,0.169244491,0.998300821,0.010631128,0.484391275
Madhya Pradesh,Shahdol,Criminal,6669,8981,4272,2799,149,27,0,22897,19645,323,2929,0,330,291,9323,12899,894,718,266,1927,10667,,,0.465848546,0.129924011,0.968599878,0.03135645,31.84561892,0.044794929,0.324800155,0.198644644,0.968617565,0.000581528,0.468598509
Madhya Pradesh,Shahdol,Total,10008,10677,4932,3395,249,38,2,29301,24822,744,2929,806,421,1088,10398,17325,934,728,1715,3553,12706,,,0.433622278,0.125725206,0.975121152,0.02484472,40.19341564,0.035492458,0.302331271,0.192224968,0.975138959,0.000733965,0.472227437
Madhya Pradesh,Sheopur,Civil,984,328,101,41,2,0,0,1456,1102,126,0,228,0,310,352,794,13,6,405,246,204,,,0.140013727,0.029512697,0.995195607,0.004118051,208,0.00588293,0.097620741,0.045122832,0.995213781,0.003798254,0.546984515
Madhya Pradesh,Sheopur,Criminal,5034,2356,835,77,3,0,0,8305,7489,155,661,0,0,76,4531,3697,414,312,79,479,2093,,,0.251986516,0.009631592,0.962316398,0.037563207,26.53354633,0.053661725,0.175690705,0.014726024,0.96233397,0.000484525,0.553159983
Madhya Pradesh,Sheopur,Total,6018,2684,936,118,5,0,0,9761,8591,281,661,228,0,386,4883,4491,427,318,484,725,2297,,,0.235300143,0.012599877,0.96732227,0.032575292,30.59874608,0.046536131,0.164056588,0.019264323,0.967339934,0.000558759,0.552251423
Madhya Pradesh,Datia,Civil,1428,934,270,117,38,1,0,2788,2254,212,0,322,0,380,326,2082,2,1,442,532,788,,,0.282538544,0.055934027,0.999282897,0.000358551,1394,0.000512216,0.196992271,0.085519179,0.999301145,0.025455608,0.509348463
Madhya Pradesh,Datia,Criminal,4803,6125,1968,1067,24,1,0,13988,12459,179,1350,0,0,113,6198,7676,79,40,118,743,6538,,,0.467367217,0.078061334,0.997069126,0.00285939,341.1707317,0.004084842,0.325859007,0.119350271,0.997087333,0.006230063,0.473300762
Madhya Pradesh,Datia,Total,6231,7059,2238,1184,62,2,0,16776,14713,391,1350,322,0,493,6524,9758,81,41,560,1275,7326,,,0.43666925,0.074387554,0.997496573,0.002443822,399.4285714,0.003491174,0.304455689,0.113733321,0.997514788,0.0072939,0.479470065
Madhya Pradesh,Rajgarh,Civil,2502,961,386,261,3,1,0,4114,2774,521,0,819,0,476,823,2814,32,9,856,904,1106,,,0.268772783,0.064398542,0.997569866,0.00218712,411.4,0.003124458,0.18739447,0.098460826,0.997588083,0.007512509,0.510932415
Madhya Pradesh,Rajgarh,Criminal,11271,11954,6690,3075,11,0,0,33001,29116,646,3239,0,0,172,16345,16463,630,479,209,2510,13341,,,0.404248227,0.093509484,0.985455427,0.014514272,68.75208333,0.020734674,0.281851018,0.142969403,0.985473422,0.001255471,0.484151246
Madhya Pradesh,Rajgarh,Total,13773,12915,7076,3336,14,1,0,37115,31890,1167,3239,819,0,648,17168,19277,662,488,1065,3414,14447,,,0.389239142,0.090284513,0.986825089,0.013147969,75.8997955,0.018782812,0.271386344,0.13803865,0.986843109,0.001385994,0.487163719
Madhya Pradesh,Morena,Civil,3714,1581,535,534,84,4,0,6452,5077,516,0,859,0,828,1098,4526,77,36,1168,1492,1732,,,0.268402294,0.096389276,0.994266233,0.005578801,174.3783784,0.007969715,0.187136157,0.147372401,0.994284389,0.003184295,0.500836457
Madhya Pradesh,Morena,Criminal,13571,15259,7885,7024,157,7,1,43904,38807,615,4482,0,0,291,20771,22835,2090,1090,310,2576,23194,,,0.528276962,0.163739893,0.975150894,0.02482633,40.24197984,0.035466185,0.36832666,0.250346741,0.975168701,0.000734852,0.442017613
Madhya Pradesh,Morena,Total,17285,16840,8420,7558,241,11,1,50356,43884,1131,4482,859,0,1119,21869,27361,2167,1126,1478,4068,24926,,,0.494985801,0.155112497,0.977619795,0.022360347,44.68145519,0.031943353,0.345115309,0.237156061,0.977637647,0.000815921,0.449569234
Madhya Pradesh,Mandleshwar,Civil,2504,1220,413,194,17,1,0,4349,2855,448,0,1046,0,561,1162,2623,20,36,884,958,1039,,,0.238850575,0.048735632,0.991494253,0.008275862,117.5405405,0.01182266,0.166532029,0.074513342,0.991512358,0.002146389,0.525440379
Madhya Pradesh,Mandleshwar,Criminal,8408,8310,3624,900,18,1,0,21261,18623,505,2133,0,0,260,12000,8983,1011,943,263,1392,8705,,,0.409415859,0.043222651,0.955601543,0.044351425,22.52224576,0.063359179,0.285454008,0.066084383,0.955618993,0.000411275,0.517699954
Madhya Pradesh,Mandleshwar,Total,10912,9530,4037,1094,35,2,0,25610,21478,953,2133,1046,0,821,13162,11606,1031,979,1147,2350,9744,,,0.38046152,0.044160712,0.961735192,0.038225762,26.13265306,0.054608232,0.265266387,0.067518613,0.961752754,0.000477204,0.519024595
Madhya Pradesh,Neemuch,Civil,2168,1412,648,626,20,0,0,4874,3524,409,0,794,0,556,1232,2937,66,26,1354,790,799,,,0.163897436,0.132512821,0.994461538,0.005333333,180.5185185,0.007619048,0.114273004,0.202602751,0.994479698,0.003296419,0.504152572
Madhya Pradesh,Neemuch,Criminal,5937,5951,3396,2482,28,0,0,17794,14461,350,1822,0,0,130,5612,10890,644,412,336,1131,4447,,,0.249901658,0.141050857,0.976791233,0.023152571,43.08474576,0.033075101,0.174237095,0.215656807,0.976809071,0.000786764,0.495866609
Madhya Pradesh,Neemuch,Total,8105,7363,4044,3108,48,0,0,22668,17985,759,1822,794,0,686,6844,13827,710,438,1690,1921,5246,,,0.231417354,0.139220963,0.980634346,0.01932154,51.63553531,0.027602201,0.161349419,0.212859027,0.980652254,0.000942908,0.497670303
Madhya Pradesh,Barwani,Civil,1646,572,228,142,25,1,0,2614,1827,167,0,620,0,263,707,1639,25,14,426,749,602,,,0.230210325,0.064244742,0.994263862,0.005353728,174.2666667,0.007648184,0.160507851,0.098225677,0.994282018,0.003182255,0.519393078
Madhya Pradesh,Barwani,Criminal,6502,5397,2439,265,21,2,0,14626,13071,175,1380,0,0,133,7418,7067,692,488,118,662,6077,,,0.415464552,0.019689615,0.966568674,0.033362959,29.91002045,0.04766137,0.289671293,0.030104032,0.966586325,0.000546182,0.520154264
Madhya Pradesh,Barwani,Total,8148,5969,2667,407,46,3,0,17240,14898,342,1380,620,0,396,8125,8706,717,502,544,1411,6679,,,0.387390523,0.026448582,0.970825358,0.029116641,34.27435388,0.041595201,0.270097444,0.040438015,0.970843086,0.000625878,0.520051902
Madhya Pradesh,Shajapur,Civil,3092,1823,734,801,108,4,0,6562,4709,552,0,1301,0,855,1132,3728,51,7,1493,1161,1587,,,0.241810148,0.13911321,0.998781045,0.001066585,820.25,0.001523693,0.168595511,0.212694282,0.998799284,0.014978452,0.485507355
Madhya Pradesh,Shajapur,Criminal,8625,10024,4438,2555,99,2,0,25743,22415,396,2932,0,0,127,10460,11765,466,324,330,2073,6995,,,0.271713797,0.103169671,0.987375699,0.012585457,79.20923077,0.017979224,0.189445012,0.157739146,0.987393729,0.001446427,0.501365388
Madhya Pradesh,Shajapur,Total,11717,11847,5172,3356,207,6,0,32305,27124,948,2932,1301,0,982,11592,15493,517,331,1823,3234,8582,,,0.265647248,0.110474834,0.989723271,0.010245775,97.30421687,0.014636821,0.185215277,0.168908226,0.989741344,0.001776857,0.498357216
Madhya Pradesh,Chhindwara,Civil,5205,3063,1011,637,40,2,0,9958,7611,787,0,1560,0,1633,2043,6282,83,49,2313,2876,3219,,,0.323225223,0.068179536,0.994979416,0.004920173,199.16,0.007028818,0.225359945,0.104241699,0.994997585,0.003636828,0.502191138
Madhya Pradesh,Chhindwara,Criminal,10218,9571,5506,1854,27,5,0,27181,22555,635,3991,0,0,466,14490,12207,1122,810,394,2995,12569,,,0.462401589,0.069384151,0.970164079,0.029799132,33.51541307,0.042570188,0.322396859,0.106083471,0.970181795,0.00061202,0.491557318
Madhya Pradesh,Chhindwara,Total,15423,12634,6517,2491,67,7,0,37139,30166,1422,3991,1560,0,2099,16533,18489,1205,859,2707,5871,15788,,,0.425094238,0.069063005,0.976844373,0.023128702,43.18488372,0.033041003,0.296385328,0.105592461,0.976862211,0.000788592,0.494458806
Madhya Pradesh,Sidhi,Civil,3412,2421,1179,1385,127,11,3,8538,6852,1011,0,675,0,1764,1542,5232,48,8,3176,1645,3975,,,0.465511184,0.178709451,0.998946012,0.000936878,948.6666667,0.001338397,0.324564938,0.273234139,0.998964254,0.017323448,0.433088408
Madhya Pradesh,Sidhi,Criminal,7084,7851,5344,3124,164,4,0,23571,20984,321,2266,0,0,103,9747,13718,569,404,201,929,11906,,,0.505090786,0.13965722,0.982818598,0.017138978,58.2,0.024484255,0.352160733,0.213526035,0.982836545,0.001062781,0.451162547
Madhya Pradesh,Sidhi,Total,10496,10272,6523,4509,291,15,3,32109,27836,1332,2266,675,0,1867,11289,18950,617,412,3377,2574,15881,,,0.494581127,0.150046714,0.987137963,0.012830894,77.74576271,0.018329848,0.344833161,0.229410838,0.987155989,0.001419703,0.446710499
Madhya Pradesh,Anuppur,Civil,1494,1038,459,315,12,1,0,3319,2693,266,0,360,17,482,946,1873,34,8,943,901,722,,,0.21746988,0.098795181,0.997289157,0.002409639,368.7777778,0.003442341,0.151624924,0.151050859,0.997307368,0.006734191,0.506437722
Madhya Pradesh,Anuppur,Criminal,3804,4379,1949,1276,41,0,0,11449,9231,297,1921,0,156,292,5183,5684,354,266,119,1392,3847,,,0.335982533,0.115021834,0.976681223,0.023231441,42.88014981,0.033187773,0.23425463,0.175860267,0.976699058,0.000783027,0.491654215
Madhya Pradesh,Anuppur,Total,5298,5417,2408,1591,53,1,0,14768,11924,563,1921,360,173,774,6129,7557,388,274,1062,2293,4569,,,0.309364209,0.111381949,0.981379917,0.018552373,53.70181818,0.02650339,0.215695732,0.170295139,0.981397838,0.00098064,0.495061414
Madhya Pradesh,Shivpuri,Civil,2421,842,283,139,24,2,0,3711,2611,417,0,683,0,465,957,2286,44,11,764,762,575,,,0.154903017,0.044450431,0.996767241,0.002963362,309.25,0.004233374,0.108001891,0.067961572,0.996785443,0.005647164,0.537958011
Madhya Pradesh,Shivpuri,Criminal,12360,12231,3759,495,29,1,0,28875,25902,605,2368,0,0,187,15908,12744,849,573,324,1243,8979,,,0.31095027,0.018181189,0.980121901,0.019843469,50.30487805,0.028347812,0.216801569,0.027797754,0.980139798,0.000918609,0.531134955
Madhya Pradesh,Shivpuri,Total,14781,13073,4042,634,53,3,0,32586,28513,1022,2368,683,0,652,16865,15030,893,584,1088,2005,9554,,,0.293184399,0.021174088,0.982048056,0.017921257,55.7025641,0.025601796,0.204414802,0.032373686,0.982065989,0.001017175,0.531944364
Madhya Pradesh,Raisen,Civil,1369,566,162,128,57,3,1,2286,1704,216,0,366,0,293,465,1528,24,20,494,384,356,,,0.15566244,0.082641014,0.990817665,0.008745081,108.8571429,0.012492973,0.108531378,0.126352279,0.990835758,0.001987823,0.526503932
Madhya Pradesh,Raisen,Criminal,7614,6932,3535,594,31,2,0,18708,16256,487,1965,0,0,140,9935,8621,423,246,135,914,4501,,,0.2405794,0.033513282,0.986797798,0.013148752,75.74089069,0.018783931,0.167737406,0.051239444,0.986815818,0.001383092,0.53347471
Madhya Pradesh,Raisen,Total,8983,7498,3697,722,88,5,1,20994,17960,703,1965,366,0,433,10400,10149,447,266,629,1298,4857,,,0.231340795,0.038866397,0.987282686,0.012669683,78.62921348,0.018099548,0.161296041,0.059423978,0.987300715,0.001435835,0.532703766
Madhya Pradesh,Sehore,Civil,2561,1022,237,97,11,1,1,3930,2932,372,0,629,109,738,877,2204,64,15,887,869,513,,,0.130501145,0.027982702,0.995929789,0.003815823,245.625,0.005451176,0.090988353,0.042783576,0.995947975,0.004485318,0.54883005
Madhya Pradesh,Sehore,Criminal,9100,8296,3109,464,4,1,0,20974,18769,446,1759,0,233,350,9568,10782,682,502,309,1355,5899,,,0.281239571,0.022359952,0.97601907,0.023933254,41.69781312,0.034190363,0.196086597,0.034186789,0.976036893,0.000761437,0.536527571
Madhya Pradesh,Sehore,Total,11661,9318,3346,561,15,2,1,24904,21701,818,1759,629,342,1088,10445,12986,746,517,1196,2224,6412,,,0.257458342,0.023248344,0.979200964,0.020758884,48.07722008,0.029655548,0.179505786,0.035545077,0.979218845,0.00087793,0.538502104
Madhya Pradesh,Balaghat,Civil,3011,1576,577,329,33,1,0,5527,4133,717,0,677,0,884,1379,3264,55,69,1205,1669,550,,,0.099493488,0.065665702,0.987337192,0.01248191,78.95714286,0.0178313,0.069369113,0.100398224,0.987355222,0.001441824,0.544166075
Madhya Pradesh,Balaghat,Criminal,6869,6696,3813,1071,53,8,0,18510,15229,696,2585,0,0,339,10629,7533,799,637,239,1741,3652,,,0.197288099,0.061152828,0.965534007,0.034411971,29.01253918,0.049159959,0.13755373,0.093498359,0.965551638,0.000529793,0.540862326
Madhya Pradesh,Balaghat,Total,9880,8272,4390,1400,86,9,0,24037,19362,1413,2585,677,0,1223,12008,10797,854,706,1444,3410,4202,,,0.174806556,0.062193194,0.970588235,0.029370164,33.99858557,0.041957377,0.121879089,0.095089005,0.970605959,0.000620843,0.541622122
Madhya Pradesh,Damoh,Civil,2075,964,271,96,16,1,0,3423,2514,423,0,486,0,450,751,2219,36,19,705,767,693,,,0.20239486,0.033002336,0.994158879,0.005549065,171.15,0.007927236,0.141114279,0.050458243,0.994177033,0.003125342,0.536035869
Madhya Pradesh,Damoh,Criminal,7194,7739,3188,507,11,0,0,18639,16704,391,1544,0,0,49,8439,10145,894,698,119,843,8016,,,0.430042918,0.0277897,0.9625,0.037446352,26.66523605,0.053494788,0.299835661,0.04248849,0.962517576,0.00048693,0.516707821
Madhya Pradesh,Damoh,Total,9269,8703,3459,603,27,1,0,22062,19218,814,1544,486,0,499,9190,12364,930,717,824,1610,8709,,,0.394733264,0.028599918,0.967456828,0.032497847,30.7270195,0.046425496,0.27521697,0.043727257,0.967474495,0.000561101,0.51972529
Madhya Pradesh,Vidisha,Civil,2967,1265,373,186,38,0,1,4830,3710,529,0,591,0,620,1258,2951,49,7,945,1119,1167,,,0.241564893,0.046574208,0.998344028,0.001448975,603.75,0.002069965,0.168424514,0.071208678,0.998362259,0.011024981,0.521549231
Madhya Pradesh,Vidisha,Criminal,9823,9823,5186,2203,25,1,1,27062,24607,500,1955,0,0,325,15756,10980,1117,916,327,1442,14545,,,0.537449655,0.082400325,0.966116099,0.03384695,29.51145038,0.048352785,0.374722069,0.125984282,0.966133742,0.000538904,0.476222005
Madhya Pradesh,Vidisha,Total,12790,11088,5559,2389,63,1,2,31892,28317,1029,1955,591,0,945,17014,13931,1166,923,1272,2561,15712,,,0.492647289,0.076976139,0.971028125,0.02894052,34.51515152,0.0413436,0.343484846,0.117691084,0.971045857,0.000630276,0.48321558
Madhya Pradesh,Bhind,Civil,3829,2403,886,729,130,12,1,7990,6724,701,0,565,0,1669,1191,5128,73,13,2473,1749,3068,,,0.383931923,0.109122763,0.998248029,0.00162683,570.7142857,0.002324043,0.267686031,0.166841004,0.998266258,0.010421721,0.474199783
Madhya Pradesh,Bhind,Criminal,8220,10322,6322,2458,113,6,0,27441,23512,654,3275,0,0,387,12046,15001,1353,752,311,2330,14466,,,0.527148167,0.09390715,0.972560309,0.02740325,36.44223108,0.039147501,0.367539639,0.143577405,0.972578069,0.000665466,0.470252927
Madhya Pradesh,Bhind,Total,12049,12725,7208,3187,243,18,1,35431,30236,1355,3275,565,0,2056,13237,20129,1426,765,2784,4079,17534,,,0.4948634,0.097341386,0.978381124,0.021590653,46.25456919,0.030843789,0.345029968,0.14882811,0.97839899,0.000844647,0.471319809
Madhya Pradesh,Guna,Civil,2477,1118,402,205,44,1,1,4248,3070,607,0,571,0,867,1012,2369,65,30,1060,852,1019,,,0.239821134,0.059072723,0.992704166,0.007060485,137.0322581,0.010086407,0.167208725,0.090318025,0.992722293,0.002502324,0.520676753
Madhya Pradesh,Guna,Criminal,9695,10958,5559,610,31,0,0,26853,23810,903,2140,0,0,438,14296,12111,858,767,342,1643,13015,,,0.484657779,0.023869815,0.971400909,0.028561853,34.96484375,0.040802647,0.337914378,0.036495262,0.971418647,0.000638487,0.50467898
Madhya Pradesh,Guna,Total,12172,12076,5961,815,75,1,1,31101,26880,1510,2140,571,0,1305,15308,14480,923,797,1402,2495,14034,,,0.451225002,0.028679828,0.974342486,0.025625362,38.97368421,0.03660766,0.314604289,0.043849433,0.974360278,0.000711692,0.50687164
Madhya Pradesh,Singrauli,Civil,2770,1931,1045,1422,143,6,1,7318,5841,725,0,752,0,873,963,5480,31,14,2209,1319,3243,,,0.443093319,0.21478344,0.99795054,0.00191283,487.8666667,0.002732614,0.308934695,0.328388723,0.997968763,0.008908854,0.424253012
Madhya Pradesh,Singrauli,Criminal,7502,9776,7415,7918,206,6,4,32827,29643,248,2936,0,0,114,10033,22639,970,725,188,1500,18748,,,0.571097843,0.247776289,0.977884733,0.022084806,45.21625344,0.031549722,0.398182348,0.37883246,0.97790259,0.000825687,0.40137356
Madhya Pradesh,Singrauli,Total,10272,11707,8460,9340,349,12,5,40145,35484,973,2936,752,0,987,10996,28119,1001,739,2397,2819,21991,,,0.547775619,0.241767548,0.981567279,0.018407811,54.25,0.026296874,0.381921565,0.36964552,0.981585204,0.00099065,0.405655223
Madhya Pradesh,Satna,Civil,7430,5053,2698,2565,343,32,1,18122,13589,1718,0,2815,22,2769,3459,11861,76,40,4578,3606,6539,,,0.360812228,0.162279976,0.997737681,0.00220714,442,0.003153057,0.251566455,0.248114631,0.997755901,0.00807129,0.458161208
Madhya Pradesh,Satna,Criminal,13808,13094,10653,5009,373,6,0,42943,38163,1037,3743,0,122,585,17374,24682,1464,1205,672,2379,19080,,,0.444299553,0.125465723,0.971916915,0.028059799,35.60779436,0.040085427,0.309775709,0.191828236,0.971934663,0.000650228,0.472191097
Madhya Pradesh,Satna,Total,21238,18147,13351,7574,716,38,1,61065,51752,2755,3743,2815,144,3354,20833,36543,1540,1245,5250,5985,25619,,,0.419529689,0.13639341,0.979595847,0.020387777,49.00882825,0.029125396,0.292505599,0.208535899,0.979613735,0.000894942,0.468202217
Madhya Pradesh,Seoni,Civil,3390,1816,734,560,73,1,0,6574,5098,594,0,741,0,1075,1286,4131,60,21,1463,1626,2084,,,0.316958175,0.096425856,0.996653992,0.003193916,298.8181818,0.004562738,0.220990417,0.147428328,0.996672192,0.00545667,0.49138391
Madhya Pradesh,Seoni,Criminal,6151,6644,2946,2477,50,0,0,18268,14800,331,1574,0,0,228,9411,7197,853,727,167,1193,5951,,,0.325743062,0.138321747,0.960151076,0.039794187,25.09340659,0.056848838,0.227115439,0.21148419,0.960168609,0.000458227,0.492811584
Madhya Pradesh,Seoni,Total,9541,8460,3680,3037,123,1,0,24842,19898,925,1574,741,0,1303,10697,11328,913,748,1630,2819,8035,,,0.323431148,0.127239061,0.969850662,0.030109085,33.16688919,0.043012979,0.22550352,0.194539546,0.969868372,0.000605655,0.492529506
Madhya Pradesh,Katni,Civil,3485,2101,694,778,94,3,1,7156,5661,358,0,1137,36,1049,1599,4465,82,82,1472,1658,2714,,,0.379209166,0.122397653,0.988402962,0.011457315,86.21686747,0.016367592,0.264393217,0.187137373,0.988421011,0.001574392,0.475679657
Madhya Pradesh,Katni,Criminal,8547,9814,6626,4994,50,2,0,30033,27871,104,2058,0,178,270,16638,12935,1059,919,285,1346,17987,,,0.598887927,0.168009589,0.96936805,0.030598655,32.64456522,0.043712364,0.417558224,0.256874806,0.969385751,0.000596117,0.431643676
Madhya Pradesh,Katni,Total,12032,11915,7320,5772,144,5,1,37189,33532,462,2058,1137,214,1319,18237,17400,1141,1001,1757,3004,20701,,,0.556628126,0.159236354,0.973057273,0.026915838,37.11477046,0.038451197,0.388093734,0.243461148,0.973075042,0.000677747,0.440117987
Madhya Pradesh,Mandsaur,Civil,3940,2299,1028,821,71,0,0,8159,6382,709,0,1068,0,1575,1830,4747,142,57,2178,1894,1862,,,0.228186275,0.109313725,0.992892157,0.006985294,140.6724138,0.009978992,0.159096638,0.167132972,0.992910288,0.002568796,0.503293628
Madhya Pradesh,Mandsaur,Criminal,11159,11213,4814,3160,96,3,0,30445,26847,350,3248,0,0,332,13272,16833,1314,963,529,2486,10349,,,0.339913289,0.107041976,0.968337384,0.031629771,31.58195021,0.045185387,0.236995242,0.163659627,0.968355067,0.000576713,0.498307796
Madhya Pradesh,Mandsaur,Total,15099,13512,5842,3981,167,3,0,38604,33229,1059,3248,1068,0,1907,15102,21580,1456,1020,2707,4380,12211,,,0.316306178,0.107524932,0.973552649,0.026421448,37.80999021,0.037744926,0.22053583,0.164398033,0.973570427,0.000690442,0.499382077
Madhya Pradesh,Tikamgarh,Civil,3068,1143,379,217,6,0,0,4813,3589,492,0,732,0,423,1080,3309,17,4,1044,1181,981,,,0.20378064,0.046323224,0.998961363,0.00083091,962.6,0.001187014,0.142080476,0.07082494,0.998979605,0.017577882,0.526974134
Madhya Pradesh,Tikamgarh,Criminal,9877,8903,5216,1430,10,0,0,25436,21962,584,2890,0,0,110,15974,9348,1138,808,228,2329,11031,,,0.43365963,0.056610449,0.968195935,0.031764752,31.44128554,0.045378217,0.302357314,0.086553382,0.968213615,0.000574144,0.50219473
Madhya Pradesh,Tikamgarh,Total,12945,10046,5595,1647,16,0,0,30249,25551,1076,2890,732,0,533,17054,12657,1155,812,1272,3510,12012,,,0.397090909,0.054975207,0.973123967,0.026842975,37.20664207,0.038347107,0.276860773,0.084053211,0.973141737,0.000679424,0.506367701
Madhya Pradesh,Betul,Civil,3533,1996,530,302,20,1,0,6382,4514,656,0,1212,240,992,1447,3672,45,22,1385,1731,1216,,,0.190506032,0.050603165,0.996396679,0.003446655,277.4782609,0.004923793,0.132825119,0.077368668,0.996414874,0.005066986,0.529990783
Madhya Pradesh,Betul,Criminal,8092,6184,3412,778,13,0,0,18479,15763,503,2213,0,182,434,10187,7672,878,690,246,1491,5945,,,0.321699134,0.04280303,0.962608225,0.037337662,26.74240232,0.053339518,0.224295921,0.065442813,0.962625803,0.000488339,0.52880935
Madhya Pradesh,Betul,Total,11625,8180,3942,1080,33,1,0,24861,20277,1159,2213,1212,422,1426,11634,11344,923,712,1631,3222,7161,,,0.288029925,0.044807336,0.971321696,0.028638082,34.86816269,0.040911546,0.200820986,0.068507256,0.971339433,0.000636722,0.529196238
Madhya Pradesh,Dhar,Civil,5062,2889,1041,803,9,0,0,9804,6036,451,0,3317,22,1243,2155,6384,67,17,1732,1875,1981,,,0.202039776,0.08281489,0.998164202,0.001733809,544.6666667,0.00247687,0.140866707,0.126618123,0.998182429,0.00994607,0.514424801
