srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,,,Delay_Ratio,Old_Pending_Percentage,Pending_Case_Growth,Case_Disposal_Rate,Pending_to_Disposed_Ratio,Normalized_Case_Disposal_Rate,Normalized_Delay_Ratio,Normalized_Old_Pending_Percentage,Normalized_Pending_Case_Growth,Normalized_Pending_to_Disposed_Ratio,Court_Efficiency_Index_PCA_Absolute
Gujarat,Bhavnagar,Total,20108,7281,4306,4947,2308,424,3,39377,31850,984,3768,2775,15952,1194,19230,2146,4543,6518,2027,3000,14893,,,0.378206105,0.195083549,0.834450709,0.165523897,6.040343611,0.236462709,0.26369386,0.29826898,0.834465946,0.000110302,0.525924245
Gujarat,Dahod,Civil,2207,1153,654,936,230,10,0,5190,3439,305,1051,395,2030,351,2239,480,212,147,1057,817,2044,,,0.393758428,0.226545945,0.971489116,0.028318243,35.06756757,0.040454633,0.274537292,0.346372763,0.971506856,0.000640363,0.442010433
Gujarat,Dahod,Criminal,8876,2874,1137,1044,205,8,0,14144,12785,206,1153,0,6551,190,6546,729,3256,2941,144,742,2812,,,0.198798162,0.088865323,0.792011311,0.207917992,4.807613868,0.297025703,0.13860658,0.135868808,0.792025774,8.78E-05,0.617662906
Gujarat,Dahod,Total,11083,4027,1791,1980,435,18,0,19334,16224,511,2204,395,8581,541,8785,1209,3468,3088,1201,1559,4856,,,0.251150763,0.12583398,0.840237911,0.15971037,6.25898349,0.228157671,0.175107999,0.192391275,0.840253254,0.000114294,0.570505929
Gujarat,Jamnagar,Civil,3155,1675,774,1071,533,39,3,7250,4374,791,701,1384,2330,492,3565,688,329,421,1215,625,3146,,,0.43387119,0.227003172,0.941801131,0.058060957,17.18009479,0.082944224,0.302504818,0.347071831,0.941818329,0.000313723,0.450243581
Gujarat,Jamnagar,Criminal,10418,3889,2151,1744,688,120,10,19020,16319,730,1971,0,7766,367,10071,671,3389,4933,636,1195,6230,,,0.327532727,0.134693234,0.740602492,0.259344935,3.854884475,0.370492764,0.228363234,0.205936449,0.740616016,7.04E-05,0.604808329
Gujarat,Jamnagar,Total,13573,5564,2925,2815,1221,159,13,26270,20693,1521,2672,1384,10096,859,13636,1359,3718,5354,1851,1820,9376,,,0.356895436,0.160176621,0.79616307,0.203798866,4.905695612,0.291141237,0.248835579,0.244898749,0.796177608,8.96E-05,0.56214414
Gujarat,Junagadh,Civil,3080,1617,943,1018,361,47,12,7078,4728,505,706,1139,1931,338,3712,782,277,627,1284,721,3139,,,0.443424212,0.203136036,0.911286905,0.088571832,11.27070064,0.126531189,0.309165402,0.310580664,0.911303546,0.000205812,0.473221226
Gujarat,Junagadh,Criminal,8162,4453,2208,1314,354,64,14,16569,14578,290,1701,0,7108,250,8400,743,2325,4652,436,1163,6353,,,0.383403742,0.105371153,0.71919131,0.28074834,3.560928433,0.401069058,0.26731777,0.161105057,0.719204443,6.50E-05,0.617612596
Gujarat,Junagadh,Total,11242,6070,3151,2332,715,111,26,23647,19306,795,2407,1139,9039,588,12112,1525,2602,5279,1720,1884,9492,,,0.401387009,0.134641407,0.776725304,0.223232409,4.478598485,0.318903441,0.279856112,0.20585721,0.776739488,8.18E-05,0.574383723
Gujarat,Kheda at Nadiad,Civil,4726,2929,1601,1719,474,22,4,11475,8913,836,982,744,3040,1017,6231,1139,465,789,2432,1199,4388,,,0.382363193,0.193360056,0.931160683,0.068752178,14.52531646,0.098217398,0.266592276,0.29563388,0.931177687,0.000265244,0.477029225
Gujarat,Kheda at Nadiad,Criminal,10150,4134,1966,1892,474,94,4,18714,15350,865,2499,0,8944,238,8942,481,3974,5920,664,1747,5629,,,0.30077478,0.131659097,0.683622762,0.316323804,3.160614761,0.451891149,0.209706987,0.201297468,0.683635246,5.77E-05,0.639166415
Gujarat,Kheda at Nadiad,Total,14876,7063,3567,3611,948,116,8,30189,24263,1701,3481,744,11984,1255,15173,1620,4439,6709,3096,2946,10017,,,0.331798609,0.155117589,0.777740974,0.222225903,4.499105812,0.317465575,0.231337503,0.237163847,0.777755176,8.22E-05,0.577533469
Gujarat,kachchh at Bhuj,Civil,7457,4516,2416,2561,996,49,2,17997,13062,915,1308,2713,7466,707,7945,1255,771,1334,2842,2046,6399,,,0.355539504,0.200466719,0.925825092,0.074119347,13.48089888,0.105884781,0.247890193,0.306499466,0.925841998,0.000246173,0.481446049
Gujarat,kachchh at Bhuj,Criminal,21893,10201,4772,4289,1515,202,4,42876,39409,335,3134,0,23220,299,17221,1583,5359,7439,726,2042,13333,,,0.310959256,0.140168389,0.826480397,0.17349628,5.762903226,0.247851829,0.216807834,0.214307575,0.82649549,0.000105235,0.562089599
Gujarat,kachchh at Bhuj,Total,29350,14717,7188,6850,2511,251,6,60873,52471,1250,4442,2713,30686,1006,25166,2838,6130,8773,3568,4088,19732,,,0.324144955,0.157998489,0.855866215,0.144117357,6.937884659,0.205881939,0.226001203,0.241568539,0.855881844,0.000126692,0.538244444
Gujarat,Panchmahal at Godhra,Civil,4571,2483,1232,1135,341,11,0,9773,7560,372,1441,400,2578,1067,5112,909,317,555,1378,766,3071,,,0.314200941,0.152138326,0.943114385,0.056783303,17.57733813,0.081119004,0.219068011,0.232608765,0.943131607,0.000320977,0.498031207
Gujarat,Panchmahal at Godhra,Criminal,9639,3014,1371,1078,308,32,0,15442,12325,239,2878,0,6494,168,7555,605,2947,4699,330,1909,3014,,,0.195169332,0.091821537,0.695654989,0.304280256,3.285531915,0.434686081,0.136076478,0.140388651,0.695667693,6.00E-05,0.665792618
Gujarat,Panchmahal at Godhra,Total,14210,5497,2603,2213,649,43,0,25215,19885,611,4319,400,9072,1235,12667,1514,3264,5254,1708,2675,6085,,,0.241315038,0.115204632,0.791600571,0.208359772,4.798287345,0.297656817,0.168250309,0.176139752,0.791615026,8.76E-05,0.600767782
Gujarat,Patan,Civil,2167,1212,740,685,165,3,0,4972,3512,380,586,494,1323,391,2623,584,200,490,1159,503,1645,,,0.330786246,0.171526242,0.901266841,0.098532073,10.12627291,0.140760105,0.230631661,0.262251519,0.901283299,0.000184914,0.508983675
Gujarat,Patan,Criminal,7081,4050,1778,1551,461,31,0,14952,12993,365,1594,0,6428,103,7500,439,2412,5057,455,872,4120,,,0.275529994,0.136628101,0.661740119,0.338193005,2.956109134,0.483132864,0.192105751,0.208894725,0.661752203,5.40E-05,0.652482568
Gujarat,Patan,Total,9248,5262,2518,2236,626,34,0,19924,16505,745,2180,494,7751,494,10123,1023,2612,5547,1614,1375,5765,,,0.289335006,0.145345044,0.721555834,0.278393977,3.591204037,0.397705682,0.201730918,0.222222315,0.721569011,6.56E-05,0.616661659
Gujarat,Sabarkantha at Himmatnagar,Civil,1820,1147,741,716,114,3,0,4541,3402,394,361,384,1026,357,2808,260,161,379,921,538,1930,,,0.424922941,0.183399384,0.916336416,0.083443417,11.95,0.119204881,0.296265897,0.280404715,0.916353149,0.000218217,0.48126239
Gujarat,Sabarkantha at Himmatnagar,Criminal,10263,4890,2546,2737,190,5,0,20631,18575,523,1533,0,10514,480,8407,1092,4565,4286,810,907,7084,,,0.343350136,0.142109345,0.792215975,0.207735556,4.812456263,0.296765081,0.239391489,0.21727516,0.792230442,8.79E-05,0.57329077
Gujarat,Sabarkantha at Himmatnagar,Total,12083,6037,3287,3453,304,8,0,25172,21977,917,1894,384,11540,837,11215,1352,4726,4665,1731,1445,9014,,,0.358082072,0.14956501,0.814642673,0.185317602,5.394770682,0.264739432,0.249662929,0.228674346,0.814657549,9.85E-05,0.556678029
Gujarat,Surendranagar,Civil,4713,1852,662,723,223,56,0,8229,5060,433,672,2064,2623,618,3624,453,365,518,1129,500,2504,,,0.304252734,0.121749696,0.936938032,0.062940462,15.85549133,0.089914945,0.212131896,0.186146694,0.936955141,0.000289535,0.514427054
Gujarat,Surendranagar,Criminal,7221,3478,1836,1478,297,32,0,14342,12558,647,1137,0,6022,160,7408,512,3189,4212,334,735,5031,,,0.350763439,0.125984801,0.706267866,0.293662414,3.404225018,0.419517734,0.244560212,0.19262187,0.706280763,6.22E-05,0.621637681
Gujarat,Surendranagar,Total,11934,5330,2498,2201,520,88,0,22571,17618,1080,1809,2064,8645,778,11032,965,3554,4730,1463,1235,7535,,,0.333820663,0.124446217,0.79040404,0.209551657,4.770872966,0.29935951,0.232747325,0.190269483,0.790418474,8.71E-05,0.582544816
Gujarat,Vadodara,Civil,11893,6637,4604,4891,2115,416,49,30605,22662,1622,4210,2115,8116,3143,15944,3040,683,1382,4662,3079,12791,,,0.41792459,0.244102464,0.954812782,0.045154545,22.12942878,0.064506493,0.291386488,0.373215441,0.954830217,0.000404102,0.439782562
Gujarat,Vadodara,Criminal,35381,14475,8835,6223,2765,742,28,68449,59767,1448,7236,0,37865,1151,26987,1747,20744,26966,1807,6199,20951,,,0.306077429,0.142556611,0.606033601,0.39395179,2.538250454,0.562788271,0.213404114,0.217958998,0.606044668,4.64E-05,0.673310271
Gujarat,Vadodara,Total,47274,21112,13439,11114,4880,1158,77,99054,82429,3070,11446,2115,45981,4294,42931,4787,21427,28348,6469,9278,33742,,,0.340639039,0.173933673,0.713805462,0.286184443,3.494091502,0.408834919,0.237501251,0.265932312,0.713818496,6.38E-05,0.601162177
Gujarat,Navsari,Civil,1528,830,556,882,310,9,4,4119,3196,380,332,211,944,151,2548,447,122,218,1329,695,1814,,,0.440291262,0.292475728,0.94684466,0.052912621,18.80821918,0.075589459,0.306981038,0.447174749,0.94686195,0.000343454,0.421534889
Gujarat,Navsari,Criminal,4487,1704,1026,966,399,33,1,8616,6979,333,1304,0,3028,287,4882,287,4590,6026,234,795,2606,,,0.302425438,0.162353487,0.300568643,0.699315307,1.429566949,0.999021867,0.210857863,0.248227025,0.300574132,2.61E-05,0.820559734
Gujarat,Navsari,Total,6015,2534,1582,1848,709,42,5,12735,10175,713,1636,211,3972,438,7430,734,4712,6244,1563,1490,4420,,,0.347047739,0.204459799,0.509657663,0.490263819,2.039231385,0.700376884,0.241969542,0.312604604,0.50966697,3.72E-05,0.691488028
Gujarat,Narmada,Civil,1164,585,286,310,78,2,1,2426,1919,155,178,174,526,71,1521,245,63,87,775,382,693,,,0.285537701,0.161104244,0.963741244,0.035846724,27.56818182,0.051209606,0.199083351,0.24631702,0.963758843,0.000503418,0.488815015
Gujarat,Narmada,Criminal,5025,912,241,161,33,0,0,6372,5558,180,634,0,3037,100,2913,258,1928,1463,141,461,595,,,0.093362624,0.030440923,0.770280872,0.229562216,4.352459016,0.327946022,0.065094535,0.046542023,0.770294938,7.95E-05,0.668406916
Gujarat,Narmada,Total,6189,1497,527,471,111,2,1,8798,7477,335,812,174,3563,171,4434,503,1991,1550,916,843,1288,,,0.14638027,0.066484828,0.823729969,0.176156381,5.672469375,0.251651973,0.102059639,0.10165061,0.823745011,0.000103584,0.618863934
Gujarat,Tapi,Civil,527,240,140,169,32,3,1,1112,856,134,76,46,235,97,663,117,59,34,338,286,416,,,0.3737646,0.184186882,0.968553459,0.030548068,31.77142857,0.043640098,0.260597143,0.281608745,0.968571146,0.000580173,0.462822469
Gujarat,Tapi,Criminal,3149,577,268,200,56,4,0,4254,3898,77,279,0,1637,56,2345,197,1428,2535,40,239,815,,,0.191539365,0.061104583,0.4039953,0.595769683,1.677444795,0.851099547,0.133545583,0.093424595,0.404002677,3.06E-05,0.825389642
Gujarat,Tapi,Total,3676,817,408,369,88,7,1,5366,4754,211,355,46,1872,153,3008,314,1487,2569,378,525,1231,,,0.229364636,0.086640581,0.521147755,0.478665921,2.087937743,0.683808459,0.159918218,0.132467335,0.521157271,3.81E-05,0.750215049
Gujarat,Valsad,Civil,2385,1505,1046,1777,490,92,1,7296,5884,562,472,378,2322,581,3868,485,163,223,1284,964,3440,,,0.471426614,0.323420584,0.969302453,0.030560504,32.57142857,0.043657863,0.32868931,0.494487249,0.969320153,0.000594782,0.393207062
Gujarat,Valsad,Criminal,19924,5965,2738,2008,679,158,2,31474,29609,414,1451,0,18707,189,11846,683,6570,5025,366,869,6259,,,0.198856235,0.09045274,0.840317712,0.159650516,6.262236371,0.228072166,0.13864707,0.138295857,0.840333057,0.000114354,0.592660432
Gujarat,Valsad,Total,22309,7470,3784,3785,1169,250,3,38770,35493,976,1923,378,21029,770,15714,1168,6733,5248,1650,1833,9699,,,0.250161203,0.134301411,0.864615305,0.135358902,7.386168794,0.19336986,0.174418055,0.20533738,0.864631094,0.000134878,0.555122793
Gujarat,Porbandar,Civil,857,611,456,504,199,8,1,2636,1641,297,333,365,620,149,1572,192,130,124,539,245,1318,,,0.499810391,0.270003792,0.952597649,0.047023132,21.088,0.067175903,0.348479122,0.412816744,0.952615044,0.000385085,0.41735558
Gujarat,Porbandar,Criminal,2977,1576,790,553,151,48,4,6099,5601,157,341,0,2364,54,3265,392,1220,2301,210,265,2138,,,0.350491803,0.123934426,0.622622951,0.377213115,2.649435274,0.538875878,0.244370822,0.189486992,0.62263432,4.84E-05,0.664681074
Gujarat,Porbandar,Total,3834,2187,1246,1057,350,56,5,8735,7242,454,674,365,2984,203,4837,584,1350,2425,749,510,3456,,,0.395604396,0.168040293,0.722298535,0.277586996,3.600577082,0.396552852,0.275824343,0.25692175,0.722311725,6.57E-05,0.590016738
Gujarat,Gir Somnath at Veraval,Civil,2609,1337,847,550,266,35,1,5645,4065,211,205,1164,2481,179,2269,507,298,483,671,284,1486,,,0.263195182,0.150903294,0.914275593,0.08554729,11.66322314,0.122210414,0.183505641,0.230720488,0.914292289,0.00021298,0.521485058
Gujarat,Gir Somnath at Veraval,Criminal,6163,2822,1469,1315,626,80,7,12482,10808,152,1522,0,5876,195,5867,414,2159,3630,251,1102,3374,,,0.270287591,0.162460947,0.709124409,0.290795482,3.43762049,0.415422117,0.188450629,0.248391323,0.709137358,6.28E-05,0.619525377
Gujarat,Gir Somnath at Veraval,Total,8772,4159,2316,1865,892,115,8,18127,14873,363,1727,1164,8357,374,8136,921,2457,4113,922,1386,4860,,,0.268093557,0.158870256,0.773058252,0.226886584,4.40617404,0.324123692,0.186920899,0.24290141,0.773072369,8.05E-05,0.588983104
Gujarat,Aravalli at Modasa,Civil,1137,559,269,288,64,1,0,2318,1828,153,117,220,506,138,1423,193,96,199,587,344,757,,,0.326433808,0.152220785,0.913755929,0.08581285,11.59,0.122589786,0.227597042,0.232734838,0.913772615,0.000211643,0.510720773
Gujarat,Aravalli at Modasa,Criminal,6107,2442,957,982,267,25,1,10781,9881,125,775,0,4449,83,5896,260,1966,2784,409,367,3642,,,0.337785198,0.118252643,0.741699128,0.258208125,3.871095153,0.36886875,0.235511488,0.180799947,0.741712672,7.07E-05,0.608843776
Gujarat,Aravalli at Modasa,Total,7244,3001,1226,1270,331,26,1,13099,11709,278,892,220,4955,221,7319,453,2062,2983,996,711,4399,,,0.335801527,0.124274809,0.77221374,0.227709924,4.389745308,0.325299891,0.234128428,0.190007413,0.772227842,8.02E-05,0.591460378
Gujarat,Morbi,Civil,1933,1246,397,917,185,8,0,4686,3018,344,872,452,796,245,1546,243,205,239,773,366,1703,,,0.363345424,0.236825261,0.948794538,0.050992106,19.525,0.072845865,0.253332657,0.362089112,0.948811864,0.000356543,0.454581187
Gujarat,Morbi,Criminal,8083,5127,3142,1657,192,30,0,18231,16964,281,986,0,3103,91,2627,413,2757,4454,280,337,7238,,,0.396994296,0.103060553,0.755649408,0.244295744,4.092255892,0.34899392,0.276793412,0.157572313,0.755663206,7.47E-05,0.5978415
Gujarat,Morbi,Total,10016,6373,3539,2574,377,38,0,22917,19982,625,1858,452,3899,336,4173,656,2962,4693,1053,703,8941,,,0.390130029,0.130421503,0.795182826,0.20477354,4.88219003,0.292533629,0.27200749,0.199405274,0.795197346,8.92E-05,0.568538121
Gujarat,Devbhumi Dwarka at Khambhaliya,Civil,911,542,216,211,152,2,4,2038,1356,196,284,202,567,78,1121,243,109,114,495,277,739,,,0.362432565,0.180971064,0.943599804,0.05590976,17.72173913,0.079871085,0.252696191,0.276691986,0.943617035,0.000323614,0.478666079
Gujarat,Devbhumi Dwarka at Khambhaliya,Criminal,4030,1103,476,356,182,20,0,6167,4869,128,1170,0,2063,234,3517,277,1614,2155,82,808,1509,,,0.244649805,0.090466926,0.650453956,0.349383917,2.86038961,0.499119881,0.170575384,0.138317546,0.650465834,5.22E-05,0.680932899
Gujarat,Devbhumi Dwarka at Khambhaliya,Total,4941,1645,692,567,334,22,4,8205,6225,324,1454,202,2630,312,4638,520,1723,2269,577,1085,2248,,,0.273945893,0.112966122,0.723373142,0.276504996,3.614537445,0.395007138,0.19100128,0.172717229,0.723386351,6.60E-05,0.630664394
Gujarat,Chhota Udepur,Civil,1098,580,318,305,76,5,0,2382,1908,44,199,231,714,135,1176,302,112,214,405,377,564,,,0.236676458,0.161980697,0.909777591,0.08980277,11.07906977,0.128289671,0.165016186,0.247657054,0.909794205,0.000202313,0.523830182
Gujarat,Chhota Udepur,Criminal,4583,1594,633,537,83,12,0,7442,6868,45,529,0,3133,60,4043,178,3597,4756,115,284,1322,,,0.177616552,0.084911998,0.360875991,0.638989655,1.564431364,0.912842364,0.123838282,0.129824453,0.360882581,2.86E-05,0.840377758
Gujarat,Chhota Udepur,Total,5681,2174,951,842,159,17,0,9824,8776,89,728,231,3847,195,5219,480,3709,4970,520,661,1886,,,0.191959288,0.103613232,0.494045802,0.505852417,1.976262321,0.72264631,0.133838362,0.158417319,0.494054823,3.61E-05,0.763607889
Gujarat,Mahisagar at Lunawada,Civil,1282,336,169,152,65,6,0,2010,1529,27,198,256,756,80,882,244,113,240,337,219,419,,,0.208354053,0.110890104,0.880159125,0.11934361,8.340248963,0.170490872,0.145269163,0.169543144,0.880175197,0.0001523,0.563012017
Gujarat,Mahisagar at Lunawada,Criminal,3301,1263,569,473,45,7,0,5658,4782,55,821,0,2483,104,2690,232,1551,2216,189,518,1191,,,0.210461212,0.092772575,0.60823467,0.39158862,2.552097429,0.559412314,0.146738323,0.14184272,0.608245777,4.66E-05,0.707016245
Gujarat,Mahisagar at Lunawada,Total,4583,1599,738,625,110,13,0,7668,6311,82,1019,256,3239,184,3572,476,1664,2456,526,737,1610,,,0.209936106,0.097535533,0.679619246,0.320250359,3.120879121,0.457500512,0.146372207,0.149124946,0.679631657,5.70E-05,0.66924391
Gujarat,Botad,Civil,1562,419,182,165,79,2,0,2409,1157,165,155,932,1150,66,850,122,145,295,331,176,484,,,0.200829876,0.102074689,0.877178423,0.122406639,8.138513514,0.174866627,0.140023137,0.156064996,0.877194441,0.000148616,0.569159483
Gujarat,Botad,Criminal,3254,1353,656,433,121,8,0,5825,5217,71,537,0,2122,54,3399,220,1498,2853,55,262,1325,,,0.227428768,0.096464126,0.510127017,0.489701339,2.040995095,0.699573341,0.158568487,0.147486842,0.510136332,3.73E-05,0.75234309
Gujarat,Botad,Total,4816,1772,838,598,200,10,0,8234,6374,236,692,932,3272,120,4249,342,1643,3148,386,438,1809,,,0.219672131,0.09811779,0.617607772,0.382270795,2.614798349,0.546101136,0.153160384,0.150015177,0.61761905,4.77E-05,0.698729711
Madhya Pradesh,Jabalpur,Civil,20317,11050,4634,4870,891,69,8,41839,35047,1017,0,5776,0,4936,7624,29244,382,141,5187,10423,8690,,,0.207695985,0.139531549,0.996606119,0.003369981,294.6408451,0.004814258,0.144810344,0.213333891,0.996624317,0.005380389,0.493003242
Madhya Pradesh,Jabalpur,Criminal,28069,30619,22897,22420,1265,77,3,105350,94463,812,10075,0,0,1338,47376,56322,2424,2180,1129,6447,42418,,,0.402635001,0.225579254,0.979297776,0.020692732,48.30353049,0.029561046,0.28072624,0.344894761,0.979315659,0.000882063,0.436999777
Madhya Pradesh,Jabalpur,Total,48386,41669,27531,27290,2156,146,11,147189,129510,1829,10075,5776,0,6274,55000,85566,2806,2321,6316,16870,51108,,,0.347224676,0.201121,0.984224472,0.015768734,63.38888889,0.022526763,0.242092906,0.307499816,0.984242445,0.001157534,0.453009137
Madhya Pradesh,Narsinghpur,Civil,1776,523,220,178,37,5,0,2739,2030,226,0,483,0,510,700,1529,26,6,615,608,487,,,0.177737226,0.080291971,0.997445255,0.002189781,391.2857143,0.003128259,0.123922419,0.122760757,0.99746347,0.007145205,0.519953922
Madhya Pradesh,Narsinghpur,Criminal,8033,5240,2575,743,44,3,0,16638,14684,146,1808,0,0,131,8405,8101,943,710,224,916,3083,,,0.185287577,0.047478815,0.957269067,0.042670834,23.40084388,0.060958334,0.129186695,0.072591757,0.957286547,0.000427319,0.552262453
Madhya Pradesh,Narsinghpur,Total,9809,5763,2795,921,81,8,0,19377,16714,372,1808,483,0,641,9105,9630,969,716,839,1524,3570,,,0.184229539,0.052120962,0.962999278,0.036949118,27.0251046,0.052784454,0.128449006,0.079689273,0.963016863,0.000493501,0.547762564
Madhya Pradesh,Hoshangabad,Civil,2596,1263,398,288,60,0,0,4605,3324,454,0,827,0,863,877,2862,34,18,1103,1117,777,,,0.168693009,0.075553626,0.995874946,0.003907946,242.3684211,0.00558278,0.117616586,0.115516162,0.995893131,0.00442585,0.524347867
Madhya Pradesh,Hoshangabad,Criminal,8643,9284,5217,2242,85,2,0,25473,22587,358,2528,0,0,318,13434,11691,777,505,354,1605,8895,,,0.349179556,0.091426553,0.98013661,0.019824134,50.34189723,0.028320192,0.243455893,0.139784747,0.980154508,0.000919285,0.496763713
Madhya Pradesh,Hoshangabad,Total,11239,10547,5615,2530,145,2,0,30078,25911,812,2528,827,0,1181,14311,14553,811,523,1457,2722,9672,,,0.321553243,0.088998969,0.982579208,0.017387546,57.40076336,0.024839352,0.224194202,0.136073144,0.982597151,0.001048186,0.501015084
Madhya Pradesh,Harda,Civil,1187,476,211,243,82,7,2,2208,1625,119,0,464,102,309,428,1357,25,6,587,288,954,,,0.431869624,0.151199638,0.996831145,0.002716161,315.4285714,0.00388023,0.301109281,0.231173576,0.996849348,0.00575999,0.451219448
Madhya Pradesh,Harda,Criminal,4177,3615,1717,1169,27,0,0,10705,9651,55,999,0,705,91,6584,3272,331,243,131,415,5879,,,0.549131328,0.111713058,0.977209042,0.022697553,43.87295082,0.032425075,0.382866796,0.170801382,0.977226886,0.000801157,0.457426304
Madhya Pradesh,Harda,Total,5364,4091,1928,1412,109,7,2,12913,11276,174,999,464,807,400,7012,4629,356,249,718,703,6833,,,0.529115688,0.118476072,0.980641165,0.0192814,51.652,0.027544857,0.368911439,0.181141554,0.980659072,0.000943209,0.456402887
Madhya Pradesh,Umaria,Civil,929,604,217,305,60,4,0,2119,1532,187,0,400,0,220,432,1467,10,8,659,477,496,,,0.233962264,0.174056604,0.995754717,0.003773585,235.4444444,0.005390836,0.163123788,0.266120264,0.9957729,0.004299413,0.475846626
Madhya Pradesh,Umaria,Criminal,2981,3354,1308,1063,38,3,0,8747,7871,178,698,0,0,51,5312,3383,355,312,71,468,2800,,,0.32007316,0.126200274,0.964220393,0.035665295,27.9456869,0.050950421,0.223162255,0.192951314,0.964238001,0.000510312,0.496313254
Madhya Pradesh,Umaria,Total,3910,3958,1525,1368,98,7,0,10866,9403,365,698,400,0,271,5744,4850,365,320,730,945,3296,,,0.30330358,0.135547989,0.970461029,0.029446949,33.85046729,0.042067071,0.211470124,0.20724331,0.97047875,0.000618138,0.492350445
Madhya Pradesh,Dindori,Civil,950,578,158,90,3,0,0,1779,1349,205,0,225,0,314,361,1104,13,11,519,538,390,,,0.219101124,0.052247191,0.993258427,0.006179775,148.25,0.00882825,0.152762265,0.079882268,0.993276565,0.002707169,0.526323619
Madhya Pradesh,Dindori,Criminal,3265,3337,2199,1137,3,0,0,9941,9113,31,797,0,0,39,5596,4296,279,187,28,572,5019,,,0.504828002,0.114665057,0.981090324,0.018809093,52.87765957,0.026870132,0.351977515,0.175314781,0.981108239,0.00096559,0.461640451
Madhya Pradesh,Dindori,Total,4215,3915,2357,1227,6,0,0,11720,10462,236,797,225,0,353,5957,5400,292,198,547,1110,5409,,,0.461479396,0.105195802,0.983021926,0.016892757,58.89447236,0.024132509,0.321753885,0.160836958,0.983039877,0.001075462,0.471448646
Madhya Pradesh,Panna,Civil,1336,771,281,152,23,3,0,2566,1928,175,0,463,0,416,553,1597,12,3,659,583,867,,,0.337748344,0.069341644,0.998441761,0.001168679,641.5,0.001669542,0.235485794,0.10601848,0.998459993,0.011714327,0.496772373
Madhya Pradesh,Panna,Criminal,5374,5170,2363,382,24,0,0,13313,11933,170,1210,0,0,109,8930,4270,678,548,119,724,5817,,,0.436908517,0.030494217,0.95876521,0.041159682,24.24954463,0.058799545,0.304622512,0.046623505,0.958782717,0.000442817,0.516421688
Madhya Pradesh,Panna,Total,6710,5941,2644,534,47,3,0,15879,13861,345,1210,463,0,525,9483,5867,690,551,778,1307,6684,,,0.420906801,0.036775819,0.965239295,0.034697733,28.76630435,0.04956819,0.293465753,0.056227631,0.965256921,0.000525297,0.513387545
Madhya Pradesh,Alirajpur,Civil,863,232,35,32,1,0,0,1163,884,63,0,216,0,69,299,795,8,4,165,282,94,,,0.080756014,0.028350515,0.995704467,0.003436426,232.6,0.00490918,0.056304921,0.043345937,0.99572265,0.004247471,0.556875402
Madhya Pradesh,Alirajpur,Criminal,2538,2505,959,31,0,0,0,6033,5648,57,328,0,0,28,3882,2118,501,384,35,169,1954,,,0.323831621,0.005137554,0.936194896,0.063639377,15.67012987,0.090913396,0.225782739,0.007854957,0.936211991,0.00028615,0.55620384
Madhya Pradesh,Alirajpur,Total,3401,2737,994,63,1,0,0,7196,6532,120,328,216,0,97,4181,2913,509,388,200,451,2048,,,0.284563012,0.008892594,0.945949701,0.053911352,18.49871465,0.077016217,0.198403776,0.013596149,0.945966975,0.000337802,0.556332439
Madhya Pradesh,Jhabua,Civil,1874,755,324,216,2,0,0,3171,2246,202,0,723,0,377,740,2053,4,10,505,361,914,,,0.28814628,0.068726356,0.996532156,0.003152585,288.2727273,0.004503693,0.200902111,0.105077748,0.996550354,0.005264102,0.506784418
Madhya Pradesh,Jhabua,Criminal,6005,4891,2163,526,6,0,0,13591,12722,130,739,0,0,128,8621,4837,779,524,82,414,4596,,,0.338140082,0.039140671,0.961374338,0.038552089,25.88761905,0.055074414,0.235758922,0.059843324,0.961391893,0.00047273,0.528113634
Madhya Pradesh,Jhabua,Total,7879,5646,2487,742,8,0,0,16762,14968,332,739,723,0,505,9361,6890,783,534,587,775,5510,,,0.328700113,0.044741395,0.968084472,0.031855873,31.33084112,0.04550839,0.229177162,0.068406435,0.96810215,0.000572127,0.524135543
Madhya Pradesh,Khandwa,Civil,2005,840,338,222,10,0,0,3415,2304,293,0,818,0,544,920,1951,19,18,788,784,575,,,0.168325527,0.067915691,0.994437939,0.005269321,179.7368421,0.007527601,0.117360369,0.103838299,0.994456098,0.003282145,0.528142734
Madhya Pradesh,Khandwa,Criminal,7688,6316,3529,730,45,0,0,18308,15727,434,2147,0,0,204,10305,7797,655,502,300,1629,6439,,,0.351684964,0.042328909,0.972527172,0.02741821,36.39761431,0.039168871,0.24520272,0.064717915,0.972544932,0.000664651,0.519010225
